Count,Tradelist Count,Name,Edition,Card Number,Condition,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,,Battle Mastery,Duel Decks: Heroes vs. Monsters,27,,,,,,,,,0.08
1,,Beast Within,Duel Decks: Heroes vs. Monsters,69,,,,,,,,,1
1,,Blood Ogre,Duel Decks: Heroes vs. Monsters,49,,,,,,,,,0.05
1,,Bonds of Faith,Duel Decks: Heroes vs. Monsters,24,,,,,,,,,0.05
1,,Boros Guildgate,Duel Decks: Heroes vs. Monsters,33,,,,,,,,,0.07
1,,Cavalry Pegasus,Duel Decks: Heroes vs. Monsters,4,,,,,,,,,0.02
1,,Condemn,Duel Decks: Heroes vs. Monsters,17,,,,,,,,,0.17
1,,Conquering Manticore,Duel Decks: Heroes vs. Monsters,55,,,,,,,,,0.1
1,,Crater Hellion,Duel Decks: Heroes vs. Monsters,56,,,,,,,,,0.09
1,,Crowned Ceratok,Duel Decks: Heroes vs. Monsters,51,,,,,,,,,0.05
1,,Daily Regimen,Duel Decks: Heroes vs. Monsters,18,,,,,,,,,0.05
1,,Dawnstrike Paladin,Duel Decks: Heroes vs. Monsters,14,,,,,,,,,0.02
1,,Deadly Recluse,Duel Decks: Heroes vs. Monsters,45,,,,,,,,,0.05
1,,Destructive Revelry,Duel Decks: Heroes vs. Monsters,66,,,,,,,,,0.26
1,,Deus of Calamity,Duel Decks: Heroes vs. Monsters,54,,,,,,,,,0.3
1,,Dragon Blood,Duel Decks: Heroes vs. Monsters,67,,,,,,,,,0.05
1,,Fencing Ace,Duel Decks: Heroes vs. Monsters,5,,,,,,,,,0.06
1,,Figure of Destiny,Duel Decks: Heroes vs. Monsters,3,,,,,,,,,0.5
1,,Fires of Yavimaya,Duel Decks: Heroes vs. Monsters,70,,,,,,,,,0.14
1,,Forest,Duel Decks: Heroes vs. Monsters,79,,,,,,,,,0.05
1,,Forest,Duel Decks: Heroes vs. Monsters,78,,,,,,,,,0.05
1,,Forest,Duel Decks: Heroes vs. Monsters,81,,,,,,,,,0.09
1,,Forest,Duel Decks: Heroes vs. Monsters,80,,,,,,,,,0.09
1,,Freewind Equenaut,Duel Decks: Heroes vs. Monsters,10,,,,,,,,,0.02
1,,Ghor-Clan Savage,Duel Decks: Heroes vs. Monsters,53,,,,,,,,,0.02
1,,Gorehorn Minotaurs,Duel Decks: Heroes vs. Monsters,52,,,,,,,,,0.05
1,,Griffin Guide,Duel Decks: Heroes vs. Monsters,28,,,,,,,,,0.09
1,,Gustcloak Sentinel,Duel Decks: Heroes vs. Monsters,13,,,,,,,,,0.04
1,,"Kamahl, Pit Fighter",Duel Decks: Heroes vs. Monsters,16,,,,,,,,,0.1
1,,Kavu Predator,Duel Decks: Heroes vs. Monsters,46,,,,,,,,,0.23
1,,Kazandu Refuge,Duel Decks: Heroes vs. Monsters,71,,,,,,,,,0.1
1,,Krosan Tusker,Duel Decks: Heroes vs. Monsters,59,,,,,,,,,0.05
1,,Llanowar Reborn,Duel Decks: Heroes vs. Monsters,72,,,,,,,,,0.2
1,,Magma Jet,Duel Decks: Heroes vs. Monsters,22,,,,,,,,,0.2
1,,Miraculous Recovery,Duel Decks: Heroes vs. Monsters,30,,,,,,,,,0.14
1,,Moment of Heroism,Duel Decks: Heroes vs. Monsters,25,,,,,,,,,0.01
1,,Mountain,Duel Decks: Heroes vs. Monsters,37,,,,,,,,,0.09
1,,Mountain,Duel Decks: Heroes vs. Monsters,75,,,,,,,,,0.09
1,,Mountain,Duel Decks: Heroes vs. Monsters,77,,,,,,,,,0.06
1,,Mountain,Duel Decks: Heroes vs. Monsters,36,,,,,,,,,0.09
1,,Mountain,Duel Decks: Heroes vs. Monsters,35,,,,,,,,,0.09
1,,Mountain,Duel Decks: Heroes vs. Monsters,74,,,,,,,,,0.06
1,,Mountain,Duel Decks: Heroes vs. Monsters,76,,,,,,,,,0.09
1,,Mountain,Duel Decks: Heroes vs. Monsters,38,,,,,,,,,0.09
1,,New Benalia,Duel Decks: Heroes vs. Monsters,34,,,,,,,,,0.1
1,,Nobilis of War,Duel Decks: Heroes vs. Monsters,15,,,,,,,,,0.14
1,,Orcish Lumberjack,Duel Decks: Heroes vs. Monsters,44,,,,,,,,,0.14
1,,Ordeal of Purphoros,Duel Decks: Heroes vs. Monsters,23,,,,,,,,,0.05
1,,Pay No Heed,Duel Decks: Heroes vs. Monsters,19,,,,,,,,,0.03
1,,Plains,Duel Decks: Heroes vs. Monsters,40,,,,,,,,,0.06
1,,Plains,Duel Decks: Heroes vs. Monsters,39,,,,,,,,,0.06
1,,Plains,Duel Decks: Heroes vs. Monsters,42,,,,,,,,,0.09
1,,Plains,Duel Decks: Heroes vs. Monsters,41,,,,,,,,,0.06
1,,"Polukranos, World Eater",Duel Decks: Heroes vs. Monsters,43,,,,,,,,,0
1,,Prey Upon,Duel Decks: Heroes vs. Monsters,62,,,,,,,,,0.05
1,,Pyroclasm,Duel Decks: Heroes vs. Monsters,63,,,,,,,,,0.15
1,,Pyrokinesis,Duel Decks: Heroes vs. Monsters,32,,,,,,,,,0.13
1,,Regrowth,Duel Decks: Heroes vs. Monsters,64,,,,,,,,,1.75
1,,Righteousness,Duel Decks: Heroes vs. Monsters,20,,,,,,,,,0.05
1,,Satyr Hedonist,Duel Decks: Heroes vs. Monsters,47,,,,,,,,,0.05
1,,Shower of Sparks,Duel Decks: Heroes vs. Monsters,61,,,,,,,,,0.02
1,,"Skarrg, the Rage Pits",Duel Decks: Heroes vs. Monsters,73,,,,,,,,,0.12
1,,Skarrgan Firebird,Duel Decks: Heroes vs. Monsters,57,,,,,,,,,0.08
1,,Skarrgan Skybreaker,Duel Decks: Heroes vs. Monsters,60,,,,,,,,,0.04
1,,Smite the Monstrous,Duel Decks: Heroes vs. Monsters,29,,,,,,,,,0.04
1,,Somberwald Vigilante,Duel Decks: Heroes vs. Monsters,2,,,,,,,,,0.05
1,,Stand Firm,Duel Decks: Heroes vs. Monsters,21,,,,,,,,,0.05
1,,Stun Sniper,Duel Decks: Heroes vs. Monsters,7,,,,,,,,,0.04
1,,Sun Titan,Duel Decks: Heroes vs. Monsters,1,,,,,,,,,0
1,,Terrifying Presence,Duel Decks: Heroes vs. Monsters,65,,,,,,,,,0.05
1,,Thraben Valiant,Duel Decks: Heroes vs. Monsters,6,,,,,,,,,0.02
1,,Troll Ascetic,Duel Decks: Heroes vs. Monsters,50,,,,,,,,,0.24
1,,Truefire Paladin,Duel Decks: Heroes vs. Monsters,8,,,,,,,,,0.05
1,,Undying Rage,Duel Decks: Heroes vs. Monsters,26,,,,,,,,,0.02
1,,Valley Rannet,Duel Decks: Heroes vs. Monsters,58,,,,,,,,,0.05
1,,Volt Charge,Duel Decks: Heroes vs. Monsters,68,,,,,,,,,0.05
1,,Winds of Rath,Duel Decks: Heroes vs. Monsters,31,,,,,,,,,0.65
1,,Zhur-Taa Druid,Duel Decks: Heroes vs. Monsters,48,,,,,,,,,0.05
3,,Vendilion Clique,Modern Masters,70,,,,,,,,,21.01
3,,Windbrisk Heights,Modern Event Deck 2014,18,,,,,,,,,0.46
1,,"Akroma, Angel of Fury",Commander,108,,,,,,,,,1.38
4,,Accursed Spirit,Magic 2015 Core Set,85,,,,,,,,,0.01
4,,Act on Impulse,Magic 2015 Core Set,126,,,,,,,,,0.03
4,,Aeronaut Tinkerer,Magic 2015 Core Set,43,,,,,,,,,0.01
4,,Ajani's Pridemate,Magic 2015 Core Set,2,,,,,,,,,0.25
4,,Altac Bloodseeker,Magic 2015 Core Set,128,,,,,,,,,0.01
4,,Amphin Pathmage,Magic 2015 Core Set,45,,,,,,,,,0.01
4,,Ancient Silverback,Magic 2015 Core Set,168,,,,,,,,,0.02
4,,Back to Nature,Magic 2015 Core Set,169,,,,,,,,,0.07
4,,Battle Mastery,Magic 2015 Core Set,4,,,,,,,,,0.06
4,,Belligerent Sliver,Magic 2015 Core Set,129,,,,,,,,,0.05
4,,Black Cat,Magic 2015 Core Set,86,,,,,,,,,0.04
4,,Blastfire Bolt,Magic 2015 Core Set,130,,,,,,,,,0.01
4,,Blood Host,Magic 2015 Core Set,87,,,,,,,,,0.02
4,,Boonweaver Giant,Magic 2015 Core Set,5,,,,,,,,,0.05
4,,Borderland Marauder,Magic 2015 Core Set,131,,,,,,,,,0.04
4,,Brawler's Plate,Magic 2015 Core Set,213,,,,,,,,,0.03
4,,Bronze Sable,Magic 2015 Core Set,214,,,,,,,,,0.01
4,,Brood Keeper,Magic 2015 Core Set,132,,,,,,,,,0.02
4,,Cancel,Magic 2015 Core Set,274,,,,,,,,,0.05
4,,Carnivorous Moss-Beast,Magic 2015 Core Set,170,,,,,,,,,0.01
4,,Carrion Crow,Magic 2015 Core Set,88,,,,,,,,,0.02
4,,Caustic Tar,Magic 2015 Core Set,89,,,,,,,,,0.02
4,,Centaur Courser,Magic 2015 Core Set,282,,,,,,,,,0.05
4,,Charging Rhino,Magic 2015 Core Set,171,,,,,,,,,0.01
4,,Child of Night,Magic 2015 Core Set,90,,,,,,,,,0.01
4,,Chronostutter,Magic 2015 Core Set,48,,,,,,,,,0.01
4,,Circle of Flame,Magic 2015 Core Set,135,,,,,,,,,0.03
4,,Clear a Path,Magic 2015 Core Set,136,,,,,,,,,0.01
4,,Cone of Flame,Magic 2015 Core Set,137,,,,,,,,,0.03
4,,Congregate,Magic 2015 Core Set,6,,,,,,,,,0.05
4,,Constricting Sliver,Magic 2015 Core Set,7,,,,,,,,,0.06
4,,Coral Barrier,Magic 2015 Core Set,49,,,,,,,,,0.02
4,,Covenant of Blood,Magic 2015 Core Set,91,,,,,,,,,0.01
4,,Crippling Blight,Magic 2015 Core Set,92,,,,,,,,,0.01
4,,Crowd's Favor,Magic 2015 Core Set,138,,,,,,,,,0.02
4,,Darksteel Citadel,Magic 2015 Core Set,242,,,,,,,,,0.3
4,,Dauntless River Marshal,Magic 2015 Core Set,8,,,,,,,,,0.02
4,,Devouring Light,Magic 2015 Core Set,9,,,,,,,,,0.05
4,,Diffusion Sliver,Magic 2015 Core Set,50,,,,,,,,,0.1
4,,Dissipate,Magic 2015 Core Set,51,,,,,,,,,0.1
4,,Divination,Magic 2015 Core Set,52,,,,,,,,,0.01
4,,Divine Favor,Magic 2015 Core Set,10,,,,,,,,,0.01
4,,Divine Verdict,Magic 2015 Core Set,271,,,,,,,,,0.04
4,,Elvish Mystic,Magic 2015 Core Set,173,,,,,,,,,0.05
4,,Encrust,Magic 2015 Core Set,53,,,,,,,,,0.01
4,,Endless Obedience,Magic 2015 Core Set,94,,,,,,,,,0.03
4,,Ensoul Artifact,Magic 2015 Core Set,54,,,,,,,,,0.39
4,,Ephemeral Shields,Magic 2015 Core Set,11,,,,,,,,,0.01
4,,Eternal Thirst,Magic 2015 Core Set,95,,,,,,,,,0.05
4,,Evolving Wilds,Magic 2015 Core Set,243,,,,,,,,,0.04
4,,Feast on the Fallen,Magic 2015 Core Set,96,,,,,,,,,0.04
4,,Feral Incarnation,Magic 2015 Core Set,174,,,,,,,,,0.02
4,,Festergloom,Magic 2015 Core Set,97,,,,,,,,,0.01
4,,First Response,Magic 2015 Core Set,12,,,,,,,,,0.03
4,,Flesh to Dust,Magic 2015 Core Set,98,,,,,,,,,0.01
4,,Forge Devil,Magic 2015 Core Set,140,,,,,,,,,0.01
4,,Foundry Street Denizen,Magic 2015 Core Set,141,,,,,,,,,0.05
4,,Frenzied Goblin,Magic 2015 Core Set,142,,,,,,,,,0.1
4,,Frost Lynx,Magic 2015 Core Set,55,,,,,,,,,0.02
4,,Fugitive Wizard,Magic 2015 Core Set,56,,,,,,,,,0.01
4,,Furnace Whelp,Magic 2015 Core Set,279,,,,,,,,,0.07
4,,Gargoyle Sentinel,Magic 2015 Core Set,216,,,,,,,,,0.02
4,,Garruk's Packleader,Magic 2015 Core Set,283,,,,,,,,,0.09
4,,Gather Courage,Magic 2015 Core Set,175,,,,,,,,,0.01
4,,Geist of the Moors,Magic 2015 Core Set,13,,,,,,,,,0.03
4,,Generator Servant,Magic 2015 Core Set,143,,,,,,,,,0.05
4,,Glacial Crasher,Magic 2015 Core Set,57,,,,,,,,,0.01
4,,Goblin Roughrider,Magic 2015 Core Set,146,,,,,,,,,0.01
4,,Gravedigger,Magic 2015 Core Set,99,,,,,,,,,0.02
4,,Hammerhand,Magic 2015 Core Set,147,,,,,,,,,0.04
4,,Heat Ray,Magic 2015 Core Set,148,,,,,,,,,0.03
4,,Heliod's Pilgrim,Magic 2015 Core Set,14,,,,,,,,,0.05
4,,Hot Soup,Magic 2015 Core Set,219,,,,,,,,,0.04
4,,Hunt the Weak,Magic 2015 Core Set,179,,,,,,,,,0.01
4,,Hunter's Ambush,Magic 2015 Core Set,180,,,,,,,,,0.01
4,,Hydrosurge,Magic 2015 Core Set,58,,,,,,,,,0.01
4,,Illusory Angel,Magic 2015 Core Set,59,,,,,,,,,0.07
4,,Inferno Fist,Magic 2015 Core Set,150,,,,,,,,,0.02
4,,Inspired Charge,Magic 2015 Core Set,272,,,,,,,,,0.05
4,,Into the Void,Magic 2015 Core Set,60,,,,,,,,,0.02
4,,Invasive Species,Magic 2015 Core Set,181,,,,,,,,,0.02
4,,Invisibility,Magic 2015 Core Set,61,,,,,,,,,0.02
4,,Jace's Ingenuity,Magic 2015 Core Set,63,,,,,,,,,0.01
4,,Jorubai Murk Lurker,Magic 2015 Core Set,65,,,,,,,,,0.04
4,,Juggernaut,Magic 2015 Core Set,220,,,,,,,,,0.02
4,,Kapsho Kitefins,Magic 2015 Core Set,66,,,,,,,,,0.01
4,,Kinsbaile Skirmisher,Magic 2015 Core Set,16,,,,,,,,,0.01
4,,Kird Chieftain,Magic 2015 Core Set,151,,,,,,,,,0.03
4,,Krenko's Enforcer,Magic 2015 Core Set,152,,,,,,,,,0.02
4,,Lava Axe,Magic 2015 Core Set,154,,,,,,,,,0.01
4,,Leeching Sliver,Magic 2015 Core Set,102,,,,,,,,,0.1
4,,Lightning Strike,Magic 2015 Core Set,155,,,,,,,,,0.05
4,,Living Totem,Magic 2015 Core Set,184,,,,,,,,,0.02
4,,Marked by Honor,Magic 2015 Core Set,17,,,,,,,,,0.02
4,,Meditation Puzzle,Magic 2015 Core Set,19,,,,,,,,,0.01
4,,Meteorite,Magic 2015 Core Set,221,,,,,,,,,0.01
4,,Midnight Guard,Magic 2015 Core Set,20,,,,,,,,,0.05
4,,Might Makes Right,Magic 2015 Core Set,156,,,,,,,,,0.03
4,,Military Intelligence,Magic 2015 Core Set,69,,,,,,,,,0.09
4,,Mind Rot,Magic 2015 Core Set,104,,,,,,,,,0.01
4,,Mind Sculpt,Magic 2015 Core Set,70,,,,,,,,,0.05
4,,Miner's Bane,Magic 2015 Core Set,157,,,,,,,,,0.01
4,,Naturalize,Magic 2015 Core Set,185,,,,,,,,,0.01
4,,Necrobite,Magic 2015 Core Set,105,,,,,,,,,0.01
4,,Necrogen Scudder,Magic 2015 Core Set,106,,,,,,,,,0.02
4,,Necromancer's Assistant,Magic 2015 Core Set,107,,,,,,,,,0.03
4,,Negate,Magic 2015 Core Set,71,,,,,,,,,0.03
4,,Netcaster Spider,Magic 2015 Core Set,186,,,,,,,,,0.01
4,,Nightfire Giant,Magic 2015 Core Set,109,,,,,,,,,0.01
4,,Nimbus of the Isles,Magic 2015 Core Set,72,,,,,,,,,0.01
4,,Nissa's Expedition,Magic 2015 Core Set,188,,,,,,,,,0.06
4,,Oppressive Rays,Magic 2015 Core Set,21,,,,,,,,,0.02
4,,Oreskos Swiftclaw,Magic 2015 Core Set,22,,,,,,,,,0.01
4,,Ornithopter,Magic 2015 Core Set,223,,,,,,,,,0.05
4,,Overwhelm,Magic 2015 Core Set,189,,,,,,,,,0.03
4,,Paragon of Eternal Wilds,Magic 2015 Core Set,190,,,,,,,,,0.05
4,,Paragon of Fierce Defiance,Magic 2015 Core Set,158,,,,,,,,,0.03
4,,Paragon of Gathering Mists,Magic 2015 Core Set,73,,,,,,,,,0.03
4,,Paragon of New Dawns,Magic 2015 Core Set,23,,,,,,,,,0.08
4,,Paragon of Open Graves,Magic 2015 Core Set,111,,,,,,,,,0.08
4,,Peel from Reality,Magic 2015 Core Set,74,,,,,,,,,0.02
4,,Pillar of Light,Magic 2015 Core Set,24,,,,,,,,,0.01
4,,Plummet,Magic 2015 Core Set,192,,,,,,,,,0.01
4,,Profane Memento,Magic 2015 Core Set,226,,,,,,,,,0.1
4,,Quickling,Magic 2015 Core Set,76,,,,,,,,,0.08
4,,Radiant Fountain,Magic 2015 Core Set,245,,,,,,,,,0.1
4,,Raise the Alarm,Magic 2015 Core Set,26,,,,,,,,,0.03
4,,Ranger's Guile,Magic 2015 Core Set,193,,,,,,,,,0.02
4,,Razorfoot Griffin,Magic 2015 Core Set,27,,,,,,,,,0.01
4,,Reclamation Sage,Magic 2015 Core Set,194,,,,,,,,,0.13
4,,Research Assistant,Magic 2015 Core Set,77,,,,,,,,,0.01
4,,Restock,Magic 2015 Core Set,195,,,,,,,,,0.02
4,,Roaring Primadox,Magic 2015 Core Set,196,,,,,,,,,0.02
4,,Rogue's Gloves,Magic 2015 Core Set,227,,,,,,,,,0.04
4,,Rotfeaster Maggot,Magic 2015 Core Set,112,,,,,,,,,0.01
4,,Rummaging Goblin,Magic 2015 Core Set,159,,,,,,,,,0.02
4,,Runeclaw Bear,Magic 2015 Core Set,197,,,,,,,,,0.01
4,,Sacred Armory,Magic 2015 Core Set,228,,,,,,,,,0.02
4,,Sanctified Charge,Magic 2015 Core Set,30,,,,,,,,,0.01
4,,Satyr Wayfinder,Magic 2015 Core Set,198,,,,,,,,,0.04
4,,Scrapyard Mongrel,Magic 2015 Core Set,160,,,,,,,,,0.01
4,,Seismic Strike,Magic 2015 Core Set,280,,,,,,,,,0.05
4,,Selfless Cathar,Magic 2015 Core Set,31,,,,,,,,,0.01
4,,Sengir Vampire,Magic 2015 Core Set,277,,,,,,,,,0.06
4,,Seraph of the Masses,Magic 2015 Core Set,32,,,,,,,,,0.05
4,,Serra Angel,Magic 2015 Core Set,273,,,,,,,,,0.08
4,,Shadowcloak Vampire,Magic 2015 Core Set,113,,,,,,,,,0.01
4,,Shaman of Spring,Magic 2015 Core Set,199,,,,,,,,,0.02
4,,Shrapnel Blast,Magic 2015 Core Set,161,,,,,,,,,0.07
4,,Siege Wurm,Magic 2015 Core Set,200,,,,,,,,,0.02
4,,Sign in Blood,Magic 2015 Core Set,114,,,,,,,,,0.02
4,,Solemn Offering,Magic 2015 Core Set,33,,,,,,,,,0.01
4,,Soulmender,Magic 2015 Core Set,35,,,,,,,,,0.01
4,,Stab Wound,Magic 2015 Core Set,116,,,,,,,,,0.02
4,,Staff of the Death Magus,Magic 2015 Core Set,232,,,,,,,,,0.02
4,,Staff of the Flame Magus,Magic 2015 Core Set,233,,,,,,,,,0.01
4,,Staff of the Mind Magus,Magic 2015 Core Set,234,,,,,,,,,0.01
4,,Staff of the Sun Magus,Magic 2015 Core Set,235,,,,,,,,,0.02
4,,Staff of the Wild Magus,Magic 2015 Core Set,236,,,,,,,,,0.01
4,,Statute of Denial,Magic 2015 Core Set,79,,,,,,,,,0.01
4,,Stoke the Flames,Magic 2015 Core Set,164,,,,,,,,,0.14
4,,Sunblade Elf,Magic 2015 Core Set,202,,,,,,,,,0.02
4,,Sungrace Pegasus,Magic 2015 Core Set,38,,,,,,,,,0.02
4,,Thundering Giant,Magic 2015 Core Set,165,,,,,,,,,0.02
4,,Tireless Missionaries,Magic 2015 Core Set,39,,,,,,,,,0.01
4,,Titanic Growth,Magic 2015 Core Set,203,,,,,,,,,0.02
4,,Torch Fiend,Magic 2015 Core Set,166,,,,,,,,,0.01
4,,Tormod's Crypt,Magic 2015 Core Set,237,,,,,,,,,0.1
4,,Triplicate Spirits,Magic 2015 Core Set,40,,,,,,,,,0.05
4,,Turn to Frog,Magic 2015 Core Set,81,,,,,,,,,0.03
4,,Typhoid Rats,Magic 2015 Core Set,118,,,,,,,,,0.04
4,,Tyrant's Machine,Magic 2015 Core Set,238,,,,,,,,,0.01
4,,Ulcerate,Magic 2015 Core Set,119,,,,,,,,,0.04
4,,Undergrowth Scavenger,Magic 2015 Core Set,204,,,,,,,,,0.03
4,,Unmake the Graves,Magic 2015 Core Set,120,,,,,,,,,0.01
4,,Venom Sliver,Magic 2015 Core Set,205,,,,,,,,,0.35
4,,Verdant Haven,Magic 2015 Core Set,206,,,,,,,,,0.01
4,,Vineweft,Magic 2015 Core Set,207,,,,,,,,,0.01
4,,Void Snare,Magic 2015 Core Set,82,,,,,,,,,0.03
4,,Walking Corpse,Magic 2015 Core Set,278,,,,,,,,,0.07
4,,Wall of Essence,Magic 2015 Core Set,41,,,,,,,,,0.1
4,,Wall of Fire,Magic 2015 Core Set,167,,,,,,,,,0.01
4,,Wall of Frost,Magic 2015 Core Set,83,,,,,,,,,0.06
4,,Wall of Limbs,Magic 2015 Core Set,121,,,,,,,,,0.08
4,,Wall of Mulch,Magic 2015 Core Set,208,,,,,,,,,0.02
4,,Warden of the Beyond,Magic 2015 Core Set,42,,,,,,,,,0.02
4,,Welkin Tern,Magic 2015 Core Set,84,,,,,,,,,0.01
4,,Will-Forged Golem,Magic 2015 Core Set,239,,,,,,,,,0.02
4,,Witch's Familiar,Magic 2015 Core Set,123,,,,,,,,,0.01
4,,Xathrid Slyblade,Magic 2015 Core Set,124,,,,,,,,,0.03
4,,Zof Shade,Magic 2015 Core Set,125,,,,,,,,,0.01
1,,Act of Treason,Duel Decks: Speed vs. Cunning,26,,,,,,,,,0.04
1,,Aquamorph Entity,Duel Decks: Speed vs. Cunning,54,,,,,,,,,0.04
1,,Arc Trail,Duel Decks: Speed vs. Cunning,23,,,,,,,,,0.06
1,,Arcanis the Omnipotent,Duel Decks: Speed vs. Cunning,42,,,,,,,,,0
1,,Arrow Volley Trap,Duel Decks: Speed vs. Cunning,71,,,,,,,,,0.04
1,,Banefire,Duel Decks: Speed vs. Cunning,31,,,,,,,,,0.49
1,,Beetleback Chief,Duel Decks: Speed vs. Cunning,14,,,,,,,,,0.11
1,,Bone Splinters,Duel Decks: Speed vs. Cunning,22,,,,,,,,,0.05
1,,Coral Trickster,Duel Decks: Speed vs. Cunning,44,,,,,,,,,0.04
1,,Dauntless Onslaught,Duel Decks: Speed vs. Cunning,27,,,,,,,,,0.04
1,,Dregscape Zombie,Duel Decks: Speed vs. Cunning,5,,,,,,,,,0.05
1,,Echo Tracer,Duel Decks: Speed vs. Cunning,51,,,,,,,,,0.07
1,,Evolving Wilds,Duel Decks: Speed vs. Cunning,32,,,,,,,,,0.08
1,,Faerie Impostor,Duel Decks: Speed vs. Cunning,43,,,,,,,,,0.06
1,,Faerie Invaders,Duel Decks: Speed vs. Cunning,57,,,,,,,,,0.04
1,,Fathom Seer,Duel Decks: Speed vs. Cunning,45,,,,,,,,,0.04
1,,Fiery Fall,Duel Decks: Speed vs. Cunning,29,,,,,,,,,0.04
1,,Flame-Kin Zealot,Duel Decks: Speed vs. Cunning,17,,,,,,,,,0.06
1,,Fleeting Distraction,Duel Decks: Speed vs. Cunning,60,,,,,,,,,0.02
1,,Fleshbag Marauder,Duel Decks: Speed vs. Cunning,8,,,,,,,,,0.11
1,,Frenzied Goblin,Duel Decks: Speed vs. Cunning,2,,,,,,,,,0.13
1,,Fury of the Horde,Duel Decks: Speed vs. Cunning,30,,,,,,,,,0.34
1,,Ghitu Encampment,Duel Decks: Speed vs. Cunning,33,,,,,,,,,0.08
1,,Goblin Token,Duel Decks: Speed vs. Cunning,82,,,,,,,,,0.12
1,,Goblin Bombardment,Duel Decks: Speed vs. Cunning,24,,,,,,,,,1.32
1,,Goblin Deathraiders,Duel Decks: Speed vs. Cunning,6,,,,,,,,,0.02
1,,Goblin Warchief,Duel Decks: Speed vs. Cunning,9,,,,,,,,,0.9
1,,Hellraiser Goblin,Duel Decks: Speed vs. Cunning,7,,,,,,,,,0.03
1,,Hell's Thunder,Duel Decks: Speed vs. Cunning,10,,,,,,,,,0.15
1,,Hold the Line,Duel Decks: Speed vs. Cunning,66,,,,,,,,,0.15
1,,Hussar Patrol,Duel Decks: Speed vs. Cunning,55,,,,,,,,,0.02
1,,Impulse,Duel Decks: Speed vs. Cunning,63,,,,,,,,,0.49
1,,Infantry Veteran,Duel Decks: Speed vs. Cunning,3,,,,,,,,,0.02
1,,Inferno Trap,Duel Decks: Speed vs. Cunning,67,,,,,,,,,0.02
1,,Island (75),Duel Decks: Speed vs. Cunning,75,,,,,,,,,0.05
1,,Island (77),Duel Decks: Speed vs. Cunning,77,,,,,,,,,0.06
1,,Island (76),Duel Decks: Speed vs. Cunning,76,,,,,,,,,0.06
1,,Jeskai Elder,Duel Decks: Speed vs. Cunning,46,,,,,,,,,0.06
1,,Kathari Bomber,Duel Decks: Speed vs. Cunning,11,,,,,,,,,0.04
1,,Kor Hookmaster,Duel Decks: Speed vs. Cunning,52,,,,,,,,,0.02
1,,"Krenko, Mob Boss",Duel Decks: Speed vs. Cunning,15,,,,,,,,,3.01
1,,Krenko's Command,Duel Decks: Speed vs. Cunning,25,,,,,,,,,0.13
1,,Leonin Snarecaster,Duel Decks: Speed vs. Cunning,4,,,,,,,,,0.04
1,,Lightning Angel,Duel Decks: Speed vs. Cunning,56,,,,,,,,,0.15
1,,Lightning Helix,Duel Decks: Speed vs. Cunning,65,,,,,,,,,3.81
1,,Lone Missionary,Duel Decks: Speed vs. Cunning,49,,,,,,,,,0.11
1,,Mana Leak,Duel Decks: Speed vs. Cunning,64,,,,,,,,,0.2
1,,Mardu Heart-Piercer,Duel Decks: Speed vs. Cunning,13,,,,,,,,,0.04
1,,Master Decoy,Duel Decks: Speed vs. Cunning,50,,,,,,,,,0.04
1,,Mountain (36),Duel Decks: Speed vs. Cunning,36,,,,,,,,,0.05
1,,Mountain (35),Duel Decks: Speed vs. Cunning,35,,,,,,,,,0.07
1,,Mountain (37),Duel Decks: Speed vs. Cunning,37,,,,,,,,,0.05
1,,Mountain (78),Duel Decks: Speed vs. Cunning,78,,,,,,,,,0.05
1,,Mystic Monastery,Duel Decks: Speed vs. Cunning,73,,,,,,,,,0.17
1,,Nomad Outpost,Duel Decks: Speed vs. Cunning,34,,,,,,,,,0.14
1,,Ogre Battledriver,Duel Decks: Speed vs. Cunning,16,,,,,,,,,0.13
1,,Oni of Wild Places,Duel Decks: Speed vs. Cunning,19,,,,,,,,,0.04
1,,Orcish Cannonade,Duel Decks: Speed vs. Cunning,28,,,,,,,,,0.04
1,,Plains (79),Duel Decks: Speed vs. Cunning,79,,,,,,,,,0.05
1,,Plains (81),Duel Decks: Speed vs. Cunning,81,,,,,,,,,0.05
1,,Plains (80),Duel Decks: Speed vs. Cunning,80,,,,,,,,,0.05
1,,Plains (38),Duel Decks: Speed vs. Cunning,38,,,,,,,,,0.06
1,,Reckless Abandon,Duel Decks: Speed vs. Cunning,20,,,,,,,,,0.05
1,,Repeal,Duel Decks: Speed vs. Cunning,72,,,,,,,,,0.08
1,,Scourge Devil,Duel Decks: Speed vs. Cunning,18,,,,,,,,,0.04
1,,Shambling Remains,Duel Decks: Speed vs. Cunning,12,,,,,,,,,0.08
1,,Shock,Duel Decks: Speed vs. Cunning,21,,,,,,,,,0.08
1,,Sparkmage Apprentice,Duel Decks: Speed vs. Cunning,48,,,,,,,,,0.02
1,,Sphinx of Uthuun,Duel Decks: Speed vs. Cunning,59,,,,,,,,,0.11
1,,Stave Off,Duel Decks: Speed vs. Cunning,61,,,,,,,,,0.02
1,,Steam Augury,Duel Decks: Speed vs. Cunning,68,,,,,,,,,0.1
1,,Stonecloaker,Duel Decks: Speed vs. Cunning,53,,,,,,,,,0.09
1,,Swamp (39),Duel Decks: Speed vs. Cunning,39,,,,,,,,,0.07
